State_Name,PC_NAME,CANDIDATES_NAME,Education,SEX,AGE,CATEGORY,PARTY_NAME,PARTY_SYMBOL,Political_History,Politican_Behavior,Work_Done,GENERAL _VOTES,POSTAL_VOTES,TOTAL_VOTES,OVERTOTALELECTORSINCONSTITUENCYVOTE %,OVERTOTALVOTESPOLLEDINCONSTITUENCYVOTE %,TotalElectorsVOTE %
Punjab,Ludhiana,BABA SUKHWNIDER SINGH GILL,Bachelor of Arts,MALE,43,GENERAL,NCP,Clock,Former Member of Board of Commissioners,Responsive and accessible,Social welfare initiatives,1992,112,2104,0.124990718,0.200950312,1683325
Punjab,Ludhiana,MOHNIDER SINGH,Other relevant degrees or certifications,MALE,59,SC,DIN,Football,First-time candidate,Respectful and courteous,Healthcare improvement,894,1,895,0.05316858,0.085480289,1683325
Punjab,Ludhiana,BALJIT SINGH,High School Diploma,MALE,54,GENERAL,BHAPRAP,Ludo,Former Member of Parliament,Decisive and assertive,Infrastructure development,1633,7,1640,0.097426225,0.156634273,1683325
Punjab,Ludhiana,VAID RAM SINGH DEAPAK,Degree in Conservation,MALE,77,SC,BMUP,Cot,Former Mayor,Adaptable and flexible,Technology and innovation initiatives,948,4,952,0.056554735,0.090924285,1683325
Punjab,Fatehgarh Sahib,ADVOCATE PRABHJOT SINGH,Degree in Environmental Science,MALE,29,SC,DIN,Pen Nib with Seven Rays,Former Member of Board of Supervisors,Consistent and reliable,Environmental protection,3939,3,3942,0.262299707,0.399326959,1502861
Punjab,Fatehgarh Sahib,BALWNIDER KAUR,Master's degree in Public Administration,FEMALE,35,SC,JJJKP,Shoe,Former Member of Board of Supervisors,Empathetic and compassionate,Infrastructure development,1262,27,1289,0.085769742,0.130576471,1502861
Punjab,Fatehgarh Sahib,KULDEEP SINGH SAHOTA,Law degree (Juris Doctor or LL.B.),MALE,51,SC,DIN,Cot,Former Member of School Board,Respectful and courteous,Job creation initiatives,4694,5,4699,0.3126703,0.476011512,1502861
Punjab,Fatehgarh Sahib,AMAR SINGH,Degree in Conservation,MALE,65,SC,NIC,Mango,Other relevant political positions,Decisive and assertive,International relations and diplomacy,410723,928,411651,27.39115594,41.70049262,1502861
Punjab,Fatehgarh Sahib,DARBARA SINGH GURU,Engineering degree (B.E. or B.Tech),MALE,66,SC,SAD,Scales,Former Mayor,Engaging and inspiring,Community development,316999,754,317753,21.14320619,32.18856904,1502861
Punjab,Fatehgarh Sahib,GURBACHAN SINGH,Degree in Education,MALE,43,SC,SAKAP,Tractor Chalata Kisan,Former Member of Congress,Ethical and Principled,Legislative and policy initiatives,1302,8,1310,0.087167077,0.132703784,1502861
Punjab,Fatehgarh Sahib,GURJIT SINGH,Master of Science,MALE,33,SC,SVJSP,Bicycle Pump,Former Member of School Board,Other relevant behaviors,Environmental protection,935,7,942,0.062680447,0.095425164,1502861
Punjab,Fatehgarh Sahib,VINOD KUMAR,High School Diploma,MALE,25,SC,BHAPRAP,Ludo,Former Member of Legislative Assembly,Other relevant behaviors,Healthcare improvement,1102,20,1122,0.074657603,0.113659271,1502861
Punjab,Fatehgarh Sahib,ASHOK KUMAR,Degree in Education,MALE,41,SC,RasLP,COCONUT FARM,Former Member of Parliament,Transparent and accountable,Job creation initiatives,3285,11,3296,0.219315026,0.333886772,1502861
Punjab,Fatehgarh Sahib,LACHHMAN SINGH,Degree in Education,MALE,62,SC,DIN,COMPUTER,Former Member of Congress,Respectful and courteous,Economic development,1760,6,1766,0.117509204,0.178896857,1502861
Punjab,Fatehgarh Sahib,PREM SINGH MOHANPUR,Degree in Education,MALE,62,SC,DIN,Battery torch,Former Senator,Fair and just,Public safety initiatives,2554,5,2559,0.170275228,0.259228231,1502861
Punjab,Fatehgarh Sahib,KARANDEEP SINGH,PhD in Economics,MALE,41,SC,DIN,Football,Former Senator,Fair and just,Legislative and policy initiatives,1044,0,1044,0.069467502,0.105757825,1502861
Punjab,Fatehgarh Sahib,MANWNIDER SINGH GIASPURA,Other relevant degrees or certifications,MALE,44,SC,LIP,Letter Box,Former Governor,Collaborative and cooperative,Other relevant work,142072,202,142274,9.466876844,14.41244133,1502861
Punjab,Fatehgarh Sahib,BANDEEP SINGH,Engineering degree (B.E. or B.Tech),MALE,35,SC,AAAP,Broom,Incumbent,Transparent and accountable,Community development,62553,328,62881,4.18408622,6.369882927,1502861
Punjab,Fatehgarh Sahib,RAM SINGH RAISAL,High School Diploma,MALE,57,SC,PoAI,Coat,Former Member of Legislative Assembly,Ethical and Principled,Other relevant work,1932,7,1939,0.129020581,0.19642186,1502861
Punjab,Fatehgarh Sahib,GURCHARAN SINGH MACHHIWARA,Master's degree in Public Administration,MALE,44,SC,DIN,Auto- Rickshaw,Former Member of Board of Aldermen,Open-Minded and Inclusive,Technology and innovation initiatives,4972,14,4986,0.331767209,0.505084784,1502861
Punjab,Fatehgarh Sahib,SURJIT SINGH KANG,PhD in Economics,MALE,47,SC,BLSD,Telephone,Incumbent,Innovative and forward-thinking,Legislative and policy initiatives,3433,36,3469,0.230826404,0.351411776,1502861
Punjab,Fatehgarh Sahib,BALKAR SINGH,Degree in Conservation,MALE,46,SC,DIN,Truck,Former Member of Board of Trustees,Fair and just,Legislative and policy initiatives,1858,3,1861,0.123830481,0.188520414,1502861
Punjab,Fatehgarh Sahib,KAMALJEET SINGH,Medical degree (MD or MBBS),MALE,50,SC,DPIN,Punching Machine,Former Member of Legislative Council,Fair and just,Education reform,2352,35,2387,0.158830391,0.241804528,1502861
Punjab,Fatehgarh Sahib,HARChandrakant SINGH,Other relevant degrees or certifications,MALE,55,SC,RSP,Spade & Stoker,Former Member of Legislative Council,Empathetic and compassionate,Housing initiatives,1730,3,1733,0.115313392,0.175553937,1502861
Punjab,Faridkot,Badal Singh,Other relevant degrees or certifications,MALE,35,SC,DIN,Gas CylDINer,Former Governor,Decisive and assertive,International relations and diplomacy,2113,4,2117,0.137291817,0.217074326,1541971
Punjab,Faridkot,Darshan Singh,Degree in Sociology,MALE,39,SC,DIN,BENCH,First-time candidate,Fair and just,Other relevant work,2052,2,2054,0.133206137,0.210614391,1541971
Punjab,Faridkot,Mohammad Sadique,Degree in Sociology,MALE,78,SC,NIC,Mango,Former Governor,Empathetic and compassionate,Agricultural and rural development,417936,1129,419065,27.17722966,42.97036018,1541971
Punjab,Faridkot,Master Baldev Singh,Engineering degree (B.E. or B.Tech),MALE,61,SC,PUNEKP,Key,Former Member of School Board,Engaging and inspiring,Social welfare initiatives,43794,138,43932,2.849080819,4.504728057,1541971
Punjab,Faridkot,Dr. Swarn Singh,Degree in Education,MALE,69,SC,ASJP,Road Roller,Former Mayor,Consistent and reliable,Transportation improvements,3663,15,3678,0.238525887,0.377137162,1541971
Punjab,Faridkot,RajNIDer Kaur Safri,Degree in Conservation,FEMALE,36,SC,RJSPS,Tractor Chalata Kisan,Former Member of Congress,Empathetic and compassionate,Agricultural and rural development,2128,10,2138,0.13865371,0.219227638,1541971
Punjab,Faridkot,Amandeep Kaur,Degree in Conservation,FEMALE,29,SC,PPID,Basket containing Fruits,Former Member of Board of Commissioners,Honest and trustworthy,Healthcare improvement,1231,59,1290,0.083659161,0.132274861,1541971
Punjab,Faridkot,Gulzar Singh Ranike,Other relevant degrees or certifications,MALE,61,SC,SAD,Scales,Former Member of Congress,Consistent and reliable,Housing initiatives,334674,1135,335809,21.77790633,34.43340217,1541971
Punjab,Faridkot,Sukhdev Singh,Degree in Sociology,MALE,46,SC,HSS,DIAMOND,Former Senator,Collaborative and cooperative,Cultural and arts initiatives,1780,5,1785,0.115760932,0.183031494,1541971
Punjab,Faridkot,Chanan Singh Wattu,MBA (Master of Business Administration),MALE,65,SC,BMUP,Cot,Incumbent,Innovative and forward-thinking,Cultural and arts initiatives,1296,17,1313,0.085150758,0.13463325,1541971
Punjab,Faridkot,Veerpal Kaur,Degree in Economics,FEMALE,29,SC,SAKAP,Balloon,Former Member of Legislative Assembly,Collaborative and cooperative,Environmental protection,1765,20,1785,0.115760932,0.183031494,1541971
Punjab,Faridkot,Prof. Sadhu Singh,Law degree (Juris Doctor or LL.B.),MALE,78,SC,AAAP,Broom,Former Member of County Council,Empathetic and compassionate,Education reform,114610,709,115319,7.47867502,11.8246548,1541971
Punjab,Faridkot,Om Parkash,Degree in History,MALE,42,SC,BHTJP,Almirah,Former Member of County Council,Respectful and courteous,International relations and diplomacy,2757,278,3035,0.19682601,0.311204809,1541971
Punjab,Faridkot,ParmNIDer Singh,Degree in Economics,MALE,40,SC,BHAPRAP,Ludo,Former Member of Board of Trustees,Innovative and forward-thinking,Economic development,799,11,810,0.052530171,0.083056308,1541971
Punjab,Faridkot,Bhola Singh,Associate Degree,MALE,43,SC,BLSD,Telephone,Former Member of Legislative Assembly,Empathetic and compassionate,Other relevant work,3455,7,3462,0.224517841,0.354988813,1541971
Punjab,Faridkot,Jagmeet Singh,Master's degree in Public Administration,MALE,38,SC,DIN,Football,Former Member of Board of Aldermen,Committed and dedicated,International relations and diplomacy,2089,2,2091,0.135605663,0.214408321,1541971
Punjab,Faridkot,Ajay Kumar,Master's degree in Public Administration,MALE,39,SC,IDRP,Battery Torch,Former Member of Legislative Assembly,Other relevant behaviors,Public safety initiatives,6094,12,6106,0.395986695,0.626101009,1541971
Punjab,Faridkot,Dr. Daljit Singh Chauhan,Engineering degree (B.E. or B.Tech),MALE,37,SC,NCP,Clock,Former Member of Legislative Assembly,Transparent and accountable,Education reform,3407,178,3585,0.232494645,0.367601067,1541971
Punjab,Faridkot,JaswNIDer Singh,Degree in Sociology,MALE,36,SC,DIN,COCONUT FARM,Former Governor,Fair and just,Healthcare improvement,4909,3,4912,0.318553332,0.503669858,1541971
Punjab,Faridkot,Nanak Singh Chauhan,Bachelor of Arts,MALE,64,SC,DIN,Water Tank,Former Mayor,Responsive and accessible,International relations and diplomacy,1404,11,1415,0.091765669,0.145092193,1541971
Punjab,Firozpur,MANOJ KUMAR,Degree in History,MALE,48,GENERAL,DIN,Gas CylDINer,Former Senator,Engaging and inspiring,Technology and innovation initiatives,730,1,731,0.045167537,0.062329415,1618419
Punjab,Firozpur,NARESH KUMAR,Degree in Economics,MALE,64,GENERAL,HSS,DIAMOND,Incumbent,Respectful and courteous,Environmental protection,1758,3,1761,0.108809894,0.150153351,1618419
Punjab,Firozpur,SUKHBIR SINGH BADAL,MBA (Master of Business Administration),MALE,56,GENERAL,SAD,Scales,Former Member of Parliament,Ethical and Principled,Other relevant work,631100,2327,633427,39.1386285,54.00975954,1618419
Punjab,Firozpur,HANS RAJ GOLDEN,Degree in Sociology,MALE,54,GENERAL,CPI,Ears of Corn And Sickle,Former Member of Congress,Transparent and accountable,Housing initiatives,25967,161,26128,1.614415056,2.227828933,1618419
Punjab,Firozpur,KULDEEP SINGH,Bachelor of Arts,MALE,29,GENERAL,DIN,Black Board,Former Senator,Responsive and accessible,Legislative and policy initiatives,5088,4,5092,0.314628041,0.434174255,1618419
Punjab,Firozpur,HARMANDER SINGH,High School Diploma,MALE,37,SC,SAKAP,Balloon,Former Member of County Council,Open-Minded and Inclusive,Healthcare improvement,518,5,523,0.032315488,0.044594096,1618419
Punjab,Firozpur,HARJNIDER SINGH KAKA SRAN,Degree in Education,MALE,49,GENERAL,AAAP,Broom,Former Member of Parliament,Adaptable and flexible,Other relevant work,31240,632,31872,1.969329327,2.717596591,1618419
Punjab,Firozpur,BALWANT SINGH KHALSA,Master's degree in Public Administration,MALE,64,GENERAL,JanSP,Helicopter,Former Mayor,Open-Minded and Inclusive,Transportation improvements,1185,9,1194,0.073775703,0.101807553,1618419
Punjab,Firozpur,PARWNIDER SINGH,PhD in Economics,MALE,30,GENERAL,DIN,Mike,Former Member of Parliament,Innovative and forward-thinking,Environmental protection,2404,0,2404,0.148540026,0.204979361,1618419
Punjab,Firozpur,SURJIT SINGH,Master of Science,MALE,46,SC,DIN,Football,Former Mayor,Engaging and inspiring,Community development,1032,2,1034,0.063889512,0.088165,1618419
Punjab,Firozpur,PALA SINGH,Bachelor of Arts,MALE,74,SC,DIN,Bat,Former Member of School Board,Fair and just,Healthcare improvement,963,1,964,0.059564303,0.082196383,1618419
Punjab,Firozpur,BUTA RAM GULATI,Degree in Sociology,MALE,38,GENERAL,DIN,Truck,Former Member of Board of Supervisors,Honest and trustworthy,Cultural and arts initiatives,697,3,700,0.043252087,0.05968617,1618419
Punjab,Firozpur,SATNAM SINGH SON OF BALWANT SINGH,Degree in Sociology,MALE,60,SC,DIN,Punching Machine,Former Member of Board of Commissioners,Empathetic and compassionate,Cultural and arts initiatives,900,9,909,0.056165925,0.077506755,1618419
Punjab,Firozpur,SUKHJIT SINGH,Law degree (Juris Doctor or LL.B.),MALE,39,GENERAL,BLSD,Telephone,Former Member of Parliament,Empathetic and compassionate,Technology and innovation initiatives,1580,46,1626,0.10046842,0.138642447,1618419
Punjab,Firozpur,BALKAR SINGH,Degree in Economics,MALE,49,SC,DIN,Ganna Kisan,Former Member of Board of Trustees,Innovative and forward-thinking,Economic development,1411,0,1411,0.08718385,0.120310266,1618419
Punjab,Firozpur,SHER SINGH GHUBAYA,Degree in History,MALE,56,SC,NIC,Mango,Incumbent,Transparent and accountable,Other relevant work,432964,1613,434577,26.85194625,37.05462393,1618419
Punjab,Firozpur,SUSHIL KUMAR,MBA (Master of Business Administration),MALE,39,GENERAL,DIN,COMPUTER,Other relevant political positions,Respectful and courteous,Education reform,817,7,824,0.050913886,0.070259149,1618419
Punjab,Firozpur,JATNIDER SINGH THNID,Degree in Education,MALE,31,GENERAL,DIN,Flag with Three Stars,Former Member of Legislative Council,Consistent and reliable,Public safety initiatives,6791,13,6804,0.420410289,0.580149574,1618419
Punjab,Firozpur,KASHMIR SINGH,Other relevant degrees or certifications,MALE,66,SC,DIN,Camera,Former Member of County Council,Decisive and assertive,Community development,2386,1,2387,0.147489618,0.20352984,1618419
Punjab,Firozpur,SUNNY BAWA,PhD in Political Science,MALE,30,GENERAL,AKBHAD,Cup & Saucer,Former Governor,Other relevant behaviors,Housing initiatives,1056,16,1072,0.066237482,0.091405106,1618419
Punjab,Firozpur,MADAN LAL,Medical degree (MD or MBBS),MALE,42,SC,RPIR,Tractor Chalata Kisan,Former Member of Parliament,Fair and just,Environmental protection,947,5,952,0.058822839,0.081173191,1618419
Punjab,Firozpur,SATNAM SINGH SON OF GURDEEP SINGH,MBA (Master of Business Administration),MALE,29,SC,DIN,BUCKET,Former Governor,Collaborative and cooperative,Environmental protection,747,3,750,0.046341522,0.063949468,1618419
Punjab,BathNIDa,Gursewak Singh,Other relevant degrees or certifications,MALE,58,GENERAL,SAD(M),Truck,Former Member of County Council,Engaging and inspiring,Infrastructure development,3777,43,3820,0.235559494,0.317646951,1621671
Punjab,BathNIDa,Bhagwant Singh Samaon,Master's degree in Public Administration,MALE,40,SC,MICPLL,Flag with Three Stars,Former Member of Board of Trustees,Ethical and Principled,Environmental protection,5372,9,5381,0.331818229,0.447449802,1621671
Punjab,BathNIDa,BaljNIDer Kumar Sangila,Medical degree (MD or MBBS),MALE,55,GENERAL,SP(I),Auto- Rickshaw,Former Member of Legislative Assembly,Innovative and forward-thinking,Economic development,1394,12,1406,0.086700693,0.116914035,1621671
Punjab,BathNIDa,BhupNIDer Singh BhaNIDa Waring,Medical degree (MD or MBBS),MALE,41,GENERAL,SAKAP,Tractor Chalata Kisan,Former Member of County Council,Adaptable and flexible,Housing initiatives,1298,4,1302,0.080287555,0.108266055,1621671
Punjab,BathNIDa,Dr. Jagsir Singh Mrar,High School Diploma,MALE,38,SC,BMUP,Cot,Former Senator,Ethical and Principled,Economic development,1047,19,1066,0.065734665,0.088641793,1621671
Punjab,BathNIDa,Swarn Singh Dhaliwal,Law degree (Juris Doctor or LL.B.),MALE,34,GENERAL,SUCIC,Battery torch,Former Member of City Council,Engaging and inspiring,Job creation initiatives,5082,24,5106,0.314860413,0.424582548,1621671
Punjab,BathNIDa,Sukhchain Singh Bhargav,PhD in Political Science,MALE,40,GENERAL,HSS,DIAMOND,Former Member of Legislative Assembly,Responsive and accessible,Transportation improvements,1777,17,1794,0.110626631,0.149177652,1621671
Punjab,BathNIDa,Nahar Singh,Degree in Education,MALE,66,GENERAL,DIN,HOCKEY & BALL,Other relevant political positions,Collaborative and cooperative,Job creation initiatives,956,4,960,0.059198197,0.079827506,1621671
Punjab,BathNIDa,AmrNIDer Singh Raja Warring,Engineering degree (B.E. or B.Tech),MALE,41,GENERAL,NIC,Mango,Former Member of Congress,Honest and trustworthy,Cultural and arts initiatives,469412,1640,471052,29.04732218,39.16969415,1621671
Punjab,BathNIDa,Prof. BaljNIDer Kaur,MBA (Master of Business Administration),FEMALE,33,GENERAL,AAAP,Broom,Former Governor,Open-Minded and Inclusive,Public safety initiatives,133728,670,134398,8.287624309,11.17568454,1621671
Punjab,BathNIDa,Harsimrat Kaur Badal,Associate Degree,FEMALE,52,GENERAL,SAD,Scales,Former Member of Legislative Council,Consistent and reliable,Environmental protection,490811,2013,492824,30.38988796,40.98011547,1621671
Punjab,BathNIDa,Kartar Singh,Associate Degree,MALE,67,SC,DIN,Television,Former Member of Parliament,Open-Minded and Inclusive,International relations and diplomacy,2978,0,2978,0.183637742,0.247631576,1621671
Punjab,BathNIDa,Sukhpal Singh Khaira,Master's degree in Public Administration,MALE,54,GENERAL,PUNEKP,Key,Former Member of Board of Supervisors,Decisive and assertive,Healthcare improvement,37854,345,38199,2.355533274,3.176386358,1621671
Punjab,BathNIDa,Gurcharan Singh,Degree in Environmental Science,MALE,34,GENERAL,DIN,BUCKET,Former Member of Board of Commissioners,Other relevant behaviors,Economic development,1484,1,1485,0.091572212,0.123483173,1621671
Punjab,BathNIDa,Ranveer Singh Rana,Master's degree in Public Administration,MALE,39,GENERAL,DIN,Road Roller,Former Member of Legislative Assembly,Engaging and inspiring,Infrastructure development,911,2,913,0.056299952,0.075919284,1621671
Punjab,BathNIDa,Sandeep Kumar,Master's degree in Public Administration,MALE,44,GENERAL,DIN,Bat,Former Mayor,Engaging and inspiring,Community development,2726,5,2731,0.168406539,0.227092624,1621671
Punjab,BathNIDa,Gurmeet Singh Insa,Associate Degree,MALE,49,SC,PLP,Air Conditioner,Former Member of City Council,Collaborative and cooperative,Other relevant work,678,14,692,0.042672034,0.057542327,1621671
Punjab,BathNIDa,Prof. Lakhbir Singh,Law degree (Juris Doctor or LL.B.),MALE,50,GENERAL,DIN,Tiller,Former Member of Legislative Council,Decisive and assertive,Education reform,1145,9,1154,0.071161166,0.095959315,1621671
Punjab,BathNIDa,Veerpal Kaur,PhD in Economics,FEMALE,40,GENERAL,DIN,Pot,Former Senator,Innovative and forward-thinking,Cultural and arts initiatives,2069,9,2078,0.128139431,0.172793289,1621671
Punjab,BathNIDa,Manjit Kaur,Master of Science,FEMALE,53,GENERAL,DIN,Sewing Machine,Former Member of Congress,Responsive and accessible,Economic development,1067,5,1072,0.066104654,0.089140715,1621671
Punjab,BathNIDa,Bhola Singh Sahota,Master of Science,MALE,47,SC,DIN,Gas CylDINer,Other relevant political positions,Consistent and reliable,Other relevant work,882,2,884,0.054511673,0.073507829,1621671
Punjab,BathNIDa,Amrik Singh,PhD in Economics,MALE,36,GENERAL,DIN,BENCH,Former Member of County Council,Collaborative and cooperative,Community development,1664,12,1676,0.103350186,0.139365521,1621671
Punjab,BathNIDa,Harpal Singh,Master of Science,MALE,46,GENERAL,DIN,Basket containing Fruits,Former Member of Legislative Council,Decisive and assertive,Housing initiatives,4626,1,4627,0.285322979,0.384751948,1621671
Punjab,BathNIDa,Surjeet Singh,Degree in Education,MALE,58,GENERAL,DIN,Mango Cart,Former Member of Board of Trustees,Consistent and reliable,Community development,5869,3,5872,0.362095641,0.488278245,1621671
Punjab,BathNIDa,Rtd. Subedar Major Jagdev Singh Raipur,PhD in Political Science,MALE,50,GENERAL,BLSD,Telephone,Former Member of Parliament,Responsive and accessible,Social welfare initiatives,1737,28,1765,0.108838353,0.146766196,1621671
Punjab,BathNIDa,Gurmail Singh,Degree in Environmental Science,MALE,46,SC,DIN,Chakki,Former Mayor,Respectful and courteous,Social welfare initiatives,800,4,804,0.04957849,0.066855536,1621671
Punjab,BathNIDa,Teja Singh,Medical degree (MD or MBBS),MALE,37,GENERAL,DIN,Mike,Former Member of Congress,Open-Minded and Inclusive,Housing initiatives,1446,2,1448,0.089290614,0.120406488,1621671
Punjab,Sangrur,MOHNIDERPAL SINGH DANGARH,Law degree (Juris Doctor or LL.B.),MALE,39,GENERAL,BLSD,Telephone,Former Member of Board of Trustees,Responsive and accessible,Cultural and arts initiatives,3871,10,3881,0.253754501,0.350506116,1529431
Punjab,Sangrur,VIJAY AGGARWAL,Degree in Sociology,MALE,47,GENERAL,BSCP,FLUTE,Former Member of Board of Commissioners,Other relevant behaviors,Legislative and policy initiatives,2299,5,2304,0.150644259,0.208081961,1529431
Punjab,Sangrur,KEWAL SINGH DHILLON,Other relevant degrees or certifications,MALE,68,GENERAL,NIC,Mango,Former Member of School Board,Respectful and courteous,Job creation initiatives,302559,791,303350,19.83417362,27.39655509,1529431
Punjab,Sangrur,GURNAM SINGH BHIKHI,Master of Science,MALE,49,GENERAL,MICPLL,Flag with Three Stars,Former Member of Congress,Empathetic and compassionate,Social welfare initiatives,2748,18,2766,0.180851572,0.249806729,1529431
Punjab,Sangrur,BAGGA SINGH KAHNE-KE,Other relevant degrees or certifications,MALE,28,SC,DIN,Air Conditioner,Former Governor,Other relevant behaviors,Job creation initiatives,1160,2,1162,0.075975968,0.104944114,1529431
Punjab,Sangrur,Rajvir Kaur,Master's degree in Public Administration,FEMALE,32,GENERAL,HSS,DIAMOND,Other relevant political positions,Other relevant behaviors,Other relevant work,3873,18,3891,0.254408339,0.35140925,1529431
Punjab,Sangrur,BALWNIDER SINGH SANDHU,High School Diploma,MALE,61,GENERAL,BHAPRAP,Ludo,Former Member of Congress,Open-Minded and Inclusive,Education reform,857,22,879,0.057472354,0.079385436,1529431
Punjab,Sangrur,GURJEET SINGH,High School Diploma,MALE,37,SC,DIN,BOX,Former Senator,Open-Minded and Inclusive,Other relevant work,2837,2,2839,0.185624588,0.256399604,1529431
Punjab,Sangrur,DESA SINGH,High School Diploma,MALE,51,SC,DIN,Bat,Former Senator,Responsive and accessible,Technology and innovation initiatives,3794,3,3797,0.248262262,0.342919795,1529431
Punjab,Sangrur,BHAGWANT MANN,Degree in Economics,MALE,45,GENERAL,AAAP,Broom,Former Member of Board of Aldermen,Innovative and forward-thinking,Economic development,412201,1360,413561,27.04018684,37.35007984,1529431
Punjab,Sangrur,SIMRANJIT SINGH MANN,Degree in History,MALE,74,GENERAL,SAD(M),Truck,Former Senator,Ethical and Principled,Infrastructure development,48234,131,48365,3.162287151,4.368005231,1529431
Punjab,Sangrur,JAGMOHAN KRISHAN THAKUR,Degree in History,MALE,61,GENERAL,JanSP,Ganna Kisan,Former Member of Legislative Assembly,Empathetic and compassionate,Job creation initiatives,7354,21,7375,0.482205474,0.666060965,1529431
Punjab,Sangrur,TULSI SINGH,MBA (Master of Business Administration),MALE,60,SC,DIN,BUCKET,Former Member of Board of Supervisors,Transparent and accountable,Housing initiatives,1502,3,1505,0.098402609,0.135921594,1529431
Punjab,Sangrur,NAJEERA BEGAM,Law degree (Juris Doctor or LL.B.),FEMALE,40,GENERAL,RASAP,Cup & Saucer,Former Member of Congress,Decisive and assertive,Community development,1269,20,1289,0.084279709,0.11641391,1529431
Punjab,Sangrur,DAYAL Chandrakant,MBA (Master of Business Administration),MALE,60,SC,DIN,Laptop,Former Member of Board of Supervisors,Respectful and courteous,Housing initiatives,2022,2,2024,0.132336797,0.182794223,1529431
Punjab,Sangrur,PARMNIDER SINGH DHNIDSA,Bachelor of Arts,MALE,43,GENERAL,SAD,Scales,Former Member of Congress,Honest and trustworthy,Healthcare improvement,262622,876,263498,17.2284987,23.79738742,1529431
Punjab,Sangrur,MANISH KUMAR,Master of Science,MALE,37,SC,BHTJP,Almirah,Former Member of County Council,Other relevant behaviors,International relations and diplomacy,1890,76,1966,0.128544537,0.177556048,1529431
Punjab,Sangrur,MALVNIDER SINGH BENIPAL,Degree in Economics,MALE,51,GENERAL,JDU,Arrow,Former Member of Board of Supervisors,Other relevant behaviors,Housing initiatives,2718,8,2726,0.17823622,0.246194195,1529431
Punjab,Sangrur,BHANTBIR SINGH,Bachelor of Arts,MALE,58,GENERAL,DIN,Batsman,Former Member of Congress,Committed and dedicated,Education reform,1415,2,1417,0.092648835,0.127974019,1529431
Punjab,Sangrur,PAPPU KUMAR,Engineering degree (B.E. or B.Tech),MALE,51,SC,DIN,CALCULATOR,Former Member of School Board,Engaging and inspiring,Infrastructure development,748,2,750,0.049037845,0.067735013,1529431
Punjab,Sangrur,JASRAJ SINGH LONGIA,Master's degree in Public Administration,MALE,46,GENERAL,LIP,Letter Box,Former Mayor,Empathetic and compassionate,Technology and innovation initiatives,20016,71,20087,1.313364251,1.814124286,1529431
Punjab,Sangrur,BALJIT KAUR,PhD in Political Science,FEMALE,42,GENERAL,DIN,Gas CylDINer,Former Member of Board of Commissioners,Other relevant behaviors,International relations and diplomacy,1546,17,1563,0.102194869,0.141159768,1529431
Punjab,Sangrur,JASWANT SINGH,Engineering degree (B.E. or B.Tech),MALE,56,SC,RJSPS,Tractor Chalata Kisan,Former Member of City Council,Adaptable and flexible,Housing initiatives,1643,10,1653,0.10807941,0.14928797,1529431
Punjab,Sangrur,SUKHWNIDER SINGH,Medical degree (MD or MBBS),MALE,46,SC,DIN,Mike,Other relevant political positions,Other relevant behaviors,International relations and diplomacy,5242,1,5243,0.342807227,0.4735129,1529431
Punjab,Sangrur,RAJ KUMAR,Medical degree (MD or MBBS),MALE,43,SC,DIN,SHIP,Former Member of Congress,Consistent and reliable,Social welfare initiatives,1507,0,1507,0.098533376,0.13610222,1529431
Punjab,Patiala,Gurnam Singh,Degree in Sociology,MALE,63,SC,DIN,Air Conditioner,Former Member of Legislative Assembly,Empathetic and compassionate,Infrastructure development,759,3,762,0.043803173,0.064639432,1739600
Punjab,Patiala,Jasbir Singh,Other relevant degrees or certifications,MALE,55,GENERAL,DIN,Almirah,Former Mayor,Empathetic and compassionate,Agricultural and rural development,1123,3,1126,0.064727524,0.09551706,1739600
Punjab,Patiala,Rajesh Kumar,Degree in Environmental Science,MALE,39,GENERAL,DIN,Sewing Machine,Former Member of Board of Supervisors,Honest and trustworthy,Transportation improvements,1283,1,1284,0.073810071,0.108919987,1739600
Punjab,Patiala,Kshmakant Pandey,Degree in Education,MALE,46,GENERAL,HSS,DIAMOND,Former Member of Board of Aldermen,Other relevant behaviors,Transportation improvements,4299,9,4308,0.247643136,0.365441826,1739600
Punjab,Patiala,Harbhajan Singh Virk,Master's degree in Public Administration,MALE,52,GENERAL,DIN,Television,Former Member of Board of Aldermen,Open-Minded and Inclusive,Environmental protection,1608,5,1613,0.092722465,0.136828613,1739600
Punjab,Patiala,ParmNIDer Kumar,PhD in Political Science,MALE,41,GENERAL,DIN,Key,Other relevant political positions,Adaptable and flexible,International relations and diplomacy,1345,0,1345,0.077316625,0.114094535,1739600
Punjab,Patiala,Neena Mittal,Bachelor of Arts,FEMALE,47,GENERAL,AAAP,Broom,Former Member of Parliament,Engaging and inspiring,Economic development,56610,267,56877,3.269544723,4.824799147,1739600
Punjab,Patiala,Dharam Vira Gandhi,Degree in Environmental Science,MALE,68,GENERAL,NAWPP,Mike,Other relevant political positions,Respectful and courteous,Transportation improvements,161388,257,161645,9.292078639,13.71212719,1739600
Punjab,Patiala,Ashwani Kumar,PhD in Political Science,MALE,39,GENERAL,SHS,Bow & Arrow,Former Member of Parliament,Adaptable and flexible,Other relevant work,4840,77,4917,0.282651184,0.417102474,1739600
